run_id,run_date,report_name,source_system,run_status,duration_minutes,validation_exception_count
R141Op,2025-05-22,Operations Flow,EHR,success,35.1,2
R142Qu,2025-05-23,Quality & Safety,ADT,success,12.4,7
R142Ca,2025-05-23,Care Utilization,EHR,success,26.0,6
R142Op,2025-05-23,Operations Flow,EHR,success,12.8,2
R143Qu,2025-05-24,Quality & Safety,Finance mart,success,11.7,2
R143Ca,2025-05-24,Care Utilization,EHR,success,18.4,1
R143Op,2025-05-24,Operations Flow,ADT,success,14.9,4
R144Qu,2025-05-25,Quality & Safety,Finance mart,success,19.2,4
R144Ca,2025-05-25,Care Utilization,ADT,success,32.8,5
R144Op,2025-05-25,Operations Flow,EHR,success,14.1,5
R145Qu,2025-05-26,Quality & Safety,EHR,success,36.1,5
R145Ca,2025-05-26,Care Utilization,Finance mart,success,7.7,5
R145Op,2025-05-26,Operations Flow,ADT,failed,25.9,2
R146Qu,2025-05-27,Quality & Safety,EHR,success,20.6,0
R146Ca,2025-05-27,Care Utilization,ADT,success,19.3,1
R146Op,2025-05-27,Operations Flow,EHR,success,22.4,1
R147Qu,2025-05-28,Quality & Safety,Finance mart,success,25.1,5
R147Ca,2025-05-28,Care Utilization,ADT,success,9.1,1
R147Op,2025-05-28,Operations Flow,Finance mart,success,7.6,7
R148Qu,2025-05-29,Quality & Safety,Finance mart,success,9.0,3
R148Ca,2025-05-29,Care Utilization,EHR,success,34.9,2
R148Op,2025-05-29,Operations Flow,Finance mart,success,8.4,0
R149Qu,2025-05-30,Quality & Safety,ADT,success,21.5,1
R149Ca,2025-05-30,Care Utilization,EHR,success,34.3,4
R149Op,2025-05-30,Operations Flow,ADT,success,27.2,0
R150Qu,2025-05-31,Quality & Safety,ADT,success,33.2,5
R150Ca,2025-05-31,Care Utilization,ADT,success,13.4,2
R150Op,2025-05-31,Operations Flow,Finance mart,success,31.3,0
R151Qu,2025-06-01,Quality & Safety,ADT,success,21.6,6
R151Ca,2025-06-01,Care Utilization,ADT,success,9.6,6
R151Op,2025-06-01,Operations Flow,EHR,success,11.4,3
R152Qu,2025-06-02,Quality & Safety,Finance mart,success,6.7,1
R152Ca,2025-06-02,Care Utilization,EHR,success,28.6,2
R152Op,2025-06-02,Operations Flow,EHR,success,12.9,5
R153Qu,2025-06-03,Quality & Safety,EHR,success,32.1,7
R153Ca,2025-06-03,Care Utilization,ADT,success,9.8,3
R153Op,2025-06-03,Operations Flow,Finance mart,success,11.0,2
R154Qu,2025-06-04,Quality & Safety,EHR,success,26.3,2
R154Ca,2025-06-04,Care Utilization,ADT,success,27.1,0
R154Op,2025-06-04,Operations Flow,EHR,success,19.6,0
R155Qu,2025-06-05,Quality & Safety,Finance mart,failed,36.9,7
R155Ca,2025-06-05,Care Utilization,Finance mart,success,38.0,2
R155Op,2025-06-05,Operations Flow,ADT,success,21.5,7
R156Qu,2025-06-06,Quality & Safety,ADT,success,13.3,6
R156Ca,2025-06-06,Care Utilization,ADT,success,14.7,7
R156Op,2025-06-06,Operations Flow,EHR,success,21.5,7
R157Qu,2025-06-07,Quality & Safety,EHR,success,32.6,4
R157Ca,2025-06-07,Care Utilization,Finance mart,success,8.2,0
R157Op,2025-06-07,Operations Flow,EHR,success,28.3,0
R158Qu,2025-06-08,Quality & Safety,ADT,success,24.1,7
R158Ca,2025-06-08,Care Utilization,Finance mart,success,30.1,0
R158Op,2025-06-08,Operations Flow,EHR,success,36.8,2
R159Qu,2025-06-09,Quality & Safety,EHR,success,17.0,6
R159Ca,2025-06-09,Care Utilization,EHR,failed,26.8,1
R159Op,2025-06-09,Operations Flow,Finance mart,success,12.3,6
R160Qu,2025-06-10,Quality & Safety,ADT,success,14.4,1
R160Ca,2025-06-10,Care Utilization,ADT,success,20.9,5
R160Op,2025-06-10,Operations Flow,Finance mart,success,28.6,1
R161Qu,2025-06-11,Quality & Safety,ADT,success,18.4,6
R161Ca,2025-06-11,Care Utilization,Finance mart,success,34.8,0
R161Op,2025-06-11,Operations Flow,ADT,success,34.5,2
R162Qu,2025-06-12,Quality & Safety,EHR,success,6.4,6
R162Ca,2025-06-12,Care Utilization,Finance mart,success,33.8,4
R162Op,2025-06-12,Operations Flow,Finance mart,success,31.4,3
R163Qu,2025-06-13,Quality & Safety,EHR,failed,31.0,0
R163Ca,2025-06-13,Care Utilization,EHR,success,10.0,4
R163Op,2025-06-13,Operations Flow,Finance mart,success,26.7,0
R164Qu,2025-06-14,Quality & Safety,ADT,success,28.2,4
R164Ca,2025-06-14,Care Utilization,EHR,success,10.0,1
R164Op,2025-06-14,Operations Flow,Finance mart,success,14.8,7
R165Qu,2025-06-15,Quality & Safety,ADT,success,11.2,0
R165Ca,2025-06-15,Care Utilization,EHR,success,31.0,2
R165Op,2025-06-15,Operations Flow,EHR,success,12.7,3
R166Qu,2025-06-16,Quality & Safety,ADT,success,29.8,7
R166Ca,2025-06-16,Care Utilization,Finance mart,success,33.0,5
R166Op,2025-06-16,Operations Flow,Finance mart,success,8.2,1
R167Qu,2025-06-17,Quality & Safety,ADT,success,11.2,6
R167Ca,2025-06-17,Care Utilization,ADT,failed,22.7,0
R167Op,2025-06-17,Operations Flow,Finance mart,success,9.0,5
R168Qu,2025-06-18,Quality & Safety,EHR,success,15.4,0
R168Ca,2025-06-18,Care Utilization,EHR,success,28.9,1
R168Op,2025-06-18,Operations Flow,Finance mart,success,22.9,2
R169Qu,2025-06-19,Quality & Safety,EHR,success,34.3,6
R169Ca,2025-06-19,Care Utilization,ADT,failed,27.9,0
R169Op,2025-06-19,Operations Flow,EHR,success,31.6,1
R170Qu,2025-06-20,Quality & Safety,EHR,success,18.7,0
R170Ca,2025-06-20,Care Utilization,ADT,success,34.4,4
R170Op,2025-06-20,Operations Flow,EHR,success,27.1,3
R171Qu,2025-06-21,Quality & Safety,Finance mart,success,36.0,0
R171Ca,2025-06-21,Care Utilization,ADT,success,37.3,0
R171Op,2025-06-21,Operations Flow,EHR,success,12.8,6
R172Qu,2025-06-22,Quality & Safety,EHR,success,32.3,3
R172Ca,2025-06-22,Care Utilization,EHR,success,15.0,1
R172Op,2025-06-22,Operations Flow,Finance mart,success,30.0,7
R173Qu,2025-06-23,Quality & Safety,EHR,success,37.6,7
R173Ca,2025-06-23,Care Utilization,ADT,success,32.1,5
R173Op,2025-06-23,Operations Flow,ADT,success,8.4,3
R174Qu,2025-06-24,Quality & Safety,EHR,success,12.3,0
R174Ca,2025-06-24,Care Utilization,ADT,success,23.5,6
R174Op,2025-06-24,Operations Flow,Finance mart,success,7.1,1
R175Qu,2025-06-25,Quality & Safety,Finance mart,success,32.6,3
R175Ca,2025-06-25,Care Utilization,Finance mart,success,12.9,6
R175Op,2025-06-25,Operations Flow,Finance mart,success,18.7,7
R176Qu,2025-06-26,Quality & Safety,Finance mart,success,11.0,7
R176Ca,2025-06-26,Care Utilization,Finance mart,success,14.8,5
R176Op,2025-06-26,Operations Flow,ADT,success,8.8,4
R177Qu,2025-06-27,Quality & Safety,Finance mart,success,33.4,0
R177Ca,2025-06-27,Care Utilization,ADT,success,17.5,3
R177Op,2025-06-27,Operations Flow,EHR,success,10.2,4
R178Qu,2025-06-28,Quality & Safety,EHR,failed,18.2,3
R178Ca,2025-06-28,Care Utilization,Finance mart,success,22.2,5
R178Op,2025-06-28,Operations Flow,ADT,success,22.0,2
R179Qu,2025-06-29,Quality & Safety,EHR,success,36.5,1
R179Ca,2025-06-29,Care Utilization,Finance mart,success,26.3,2
R179Op,2025-06-29,Operations Flow,ADT,success,30.1,1
